,store,item,date,sales
1733,2,9,2017-06-30,2600
1734,2,9,2017-07-31,2959
1735,2,9,2017-08-31,2580
1736,2,9,2017-09-30,2299
1737,2,9,2017-10-31,2188
1738,2,9,2017-11-30,2385
1739,2,9,2017-12-31,1689
1740,2,10,2013-01-31,1775
1741,2,10,2013-02-28,1687
1742,2,10,2013-03-31,2214
1743,2,10,2013-04-30,2436
1744,2,10,2013-05-31,2677
1745,2,10,2013-06-30,2774
1746,2,10,2013-07-31,3150
1747,2,10,2013-08-31,2701
1748,2,10,2013-09-30,2516
1749,2,10,2013-10-31,2279
1750,2,10,2013-11-30,2570
1751,2,10,2013-12-31,1825
1752,2,10,2014-01-31,1872
1753,2,10,2014-02-28,1845
1754,2,10,2014-03-31,2510
1755,2,10,2014-04-30,2896
1756,2,10,2014-05-31,3244
1757,2,10,2014-06-30,3289
1758,2,10,2014-07-31,3549
1759,2,10,2014-08-31,3173
1760,2,10,2014-09-30,2852
1761,2,10,2014-10-31,2768
1762,2,10,2014-11-30,2830
1763,2,10,2014-12-31,2083
1764,2,10,2015-01-31,2001
1765,2,10,2015-02-28,2003
1766,2,10,2015-03-31,2639
1767,2,10,2015-04-30,2977
1768,2,10,2015-05-31,3336
1769,2,10,2015-06-30,3246
1770,2,10,2015-07-31,3844
1771,2,10,2015-08-31,3249
1772,2,10,2015-09-30,2957
1773,2,10,2015-10-31,2874
1774,2,10,2015-11-30,2945
1775,2,10,2015-12-31,2157
1776,2,10,2016-01-31,2247
1777,2,10,2016-02-29,2272
1778,2,10,2016-03-31,2849
1779,2,10,2016-04-30,3214
1780,2,10,2016-05-31,3589
1781,2,10,2016-06-30,3587
1782,2,10,2016-07-31,4001
1783,2,10,2016-08-31,3534
1784,2,10,2016-09-30,3320
1785,2,10,2016-10-31,3124
1786,2,10,2016-11-30,3280
1787,2,10,2016-12-31,2316
1788,2,10,2017-01-31,2264
1789,2,10,2017-02-28,2212
1790,2,10,2017-03-31,2895
1791,2,10,2017-04-30,3377
1792,2,10,2017-05-31,3701
1793,2,10,2017-06-30,3910
1794,2,10,2017-07-31,4161
1795,2,10,2017-08-31,3753
1796,2,10,2017-09-30,3440
1797,2,10,2017-10-31,3193
1798,2,10,2017-11-30,3296
1799,2,10,2017-12-31,2544
1800,2,11,2013-01-31,1610
1801,2,11,2013-02-28,1658
1802,2,11,2013-03-31,2092
1803,2,11,2013-04-30,2328
1804,2,11,2013-05-31,2664
1805,2,11,2013-06-30,2739
1806,2,11,2013-07-31,2895
1807,2,11,2013-08-31,2579
1808,2,11,2013-09-30,2390
1809,2,11,2013-10-31,2211
1810,2,11,2013-11-30,2343
1811,2,11,2013-12-31,1727
1812,2,11,2014-01-31,1808
1813,2,11,2014-02-28,1746
1814,2,11,2014-03-31,2393
1815,2,11,2014-04-30,2661
1816,2,11,2014-05-31,2980
1817,2,11,2014-06-30,3198
1818,2,11,2014-07-31,3404
1819,2,11,2014-08-31,2967
1820,2,11,2014-09-30,2562
1821,2,11,2014-10-31,2508
1822,2,11,2014-11-30,2761
1823,2,11,2014-12-31,1921
1824,2,11,2015-01-31,1811
1825,2,11,2015-02-28,1881
1826,2,11,2015-03-31,2551
1827,2,11,2015-04-30,2700
1828,2,11,2015-05-31,3160
1829,2,11,2015-06-30,3225
1830,2,11,2015-07-31,3545
1831,2,11,2015-08-31,3120
1832,2,11,2015-09-30,2731
1833,2,11,2015-10-31,2708
1834,2,11,2015-11-30,2844
1835,2,11,2015-12-31,2062
1836,2,11,2016-01-31,1984
1837,2,11,2016-02-29,2155
1838,2,11,2016-03-31,2750
1839,2,11,2016-04-30,3080
1840,2,11,2016-05-31,3343
1841,2,11,2016-06-30,3507
1842,2,11,2016-07-31,4018
1843,2,11,2016-08-31,3361
1844,2,11,2016-09-30,3101
1845,2,11,2016-10-31,2962
1846,2,11,2016-11-30,3041
1847,2,11,2016-12-31,2250
1848,2,11,2017-01-31,2076
1849,2,11,2017-02-28,2153
1850,2,11,2017-03-31,2829
1851,2,11,2017-04-30,3288
1852,2,11,2017-05-31,3559
1853,2,11,2017-06-30,3708
1854,2,11,2017-07-31,4006
1855,2,11,2017-08-31,3546
1856,2,11,2017-09-30,3224
1857,2,11,2017-10-31,3021
1858,2,11,2017-11-30,3232
1859,2,11,2017-12-31,2403
1860,2,12,2013-01-31,1511
1861,2,12,2013-02-28,1582
1862,2,12,2013-03-31,2067
1863,2,12,2013-04-30,2345
1864,2,12,2013-05-31,2677
1865,2,12,2013-06-30,2702
1866,2,12,2013-07-31,2896
1867,2,12,2013-08-31,2627
1868,2,12,2013-09-30,2352
1869,2,12,2013-10-31,2235
1870,2,12,2013-11-30,2297
1871,2,12,2013-12-31,1747
1872,2,12,2014-01-31,1778
1873,2,12,2014-02-28,1849
1874,2,12,2014-03-31,2511
1875,2,12,2014-04-30,2778
1876,2,12,2014-05-31,3029
1877,2,12,2014-06-30,3170
1878,2,12,2014-07-31,3353
1879,2,12,2014-08-31,3037
1880,2,12,2014-09-30,2711
1881,2,12,2014-10-31,2662
1882,2,12,2014-11-30,2818
1883,2,12,2014-12-31,1915
1884,2,12,2015-01-31,1840
1885,2,12,2015-02-28,1843
1886,2,12,2015-03-31,2457
1887,2,12,2015-04-30,2823
1888,2,12,2015-05-31,3207
1889,2,12,2015-06-30,3220
1890,2,12,2015-07-31,3648
1891,2,12,2015-08-31,3117
1892,2,12,2015-09-30,2724
1893,2,12,2015-10-31,2616
1894,2,12,2015-11-30,2828
1895,2,12,2015-12-31,2116
1896,2,12,2016-01-31,2055
1897,2,12,2016-02-29,2064
1898,2,12,2016-03-31,2679
1899,2,12,2016-04-30,3078
1900,2,12,2016-05-31,3384
1901,2,12,2016-06-30,3589
1902,2,12,2016-07-31,3920
1903,2,12,2016-08-31,3307
1904,2,12,2016-09-30,3079
1905,2,12,2016-10-31,2968
1906,2,12,2016-11-30,2943
1907,2,12,2016-12-31,2310
1908,2,12,2017-01-31,2119
1909,2,12,2017-02-28,2146
1910,2,12,2017-03-31,2723
1911,2,12,2017-04-30,3279
1912,2,12,2017-05-31,3403
1913,2,12,2017-06-30,3744
1914,2,12,2017-07-31,4043
1915,2,12,2017-08-31,3490
1916,2,12,2017-09-30,3163
1917,2,12,2017-10-31,2997
1918,2,12,2017-11-30,3239
1919,2,12,2017-12-31,2344
1920,2,13,2013-01-31,1843
1921,2,13,2013-02-28,1912
1922,2,13,2013-03-31,2653
1923,2,13,2013-04-30,2874
1924,2,13,2013-05-31,3170
1925,2,13,2013-06-30,3310
1926,2,13,2013-07-31,3443
1927,2,13,2013-08-31,3225
1928,2,13,2013-09-30,2938
1929,2,13,2013-10-31,2706
1930,2,13,2013-11-30,2830
1931,2,13,2013-12-31,2096
1932,2,13,2014-01-31,2187
1933,2,13,2014-02-28,2138
1934,2,13,2014-03-31,2923
1935,2,13,2014-04-30,3205
1936,2,13,2014-05-31,3614
1937,2,13,2014-06-30,3788
1938,2,13,2014-07-31,4117
1939,2,13,2014-08-31,3619
1940,2,13,2014-09-30,3245
1941,2,13,2014-10-31,3127
1942,2,13,2014-11-30,3304
1943,2,13,2014-12-31,2354
1944,2,13,2015-01-31,2310
1945,2,13,2015-02-28,2287
1946,2,13,2015-03-31,2970
1947,2,13,2015-04-30,3469
1948,2,13,2015-05-31,3880
1949,2,13,2015-06-30,3768
1950,2,13,2015-07-31,4288
1951,2,13,2015-08-31,3683
1952,2,13,2015-09-30,3352
1953,2,13,2015-10-31,3418
1954,2,13,2015-11-30,3431
1955,2,13,2015-12-31,2528
1956,2,13,2016-01-31,2501
1957,2,13,2016-02-29,2578
1958,2,13,2016-03-31,3264
1959,2,13,2016-04-30,3703
1960,2,13,2016-05-31,4064
1961,2,13,2016-06-30,4202
1962,2,13,2016-07-31,4733
1963,2,13,2016-08-31,4211
1964,2,13,2016-09-30,3626
1965,2,13,2016-10-31,3466
1966,2,13,2016-11-30,3651
1967,2,13,2016-12-31,2722
1968,2,13,2017-01-31,2481
1969,2,13,2017-02-28,2530
1970,2,13,2017-03-31,3488
1971,2,13,2017-04-30,3883
1972,2,13,2017-05-31,4226
1973,2,13,2017-06-30,4392
1974,2,13,2017-07-31,4903
1975,2,13,2017-08-31,4238
1976,2,13,2017-09-30,3922
1977,2,13,2017-10-31,3646
1978,2,13,2017-11-30,3737
1979,2,13,2017-12-31,2859
1980,2,14,2013-01-31,1327
1981,2,14,2013-02-28,1295
1982,2,14,2013-03-31,1798
1983,2,14,2013-04-30,1936
1984,2,14,2013-05-31,2193
1985,2,14,2013-06-30,2260
1986,2,14,2013-07-31,2534
1987,2,14,2013-08-31,2221
1988,2,14,2013-09-30,1965
1989,2,14,2013-10-31,1933
1990,2,14,2013-11-30,1994
1991,2,14,2013-12-31,1509
1992,2,14,2014-01-31,1477
1993,2,14,2014-02-28,1493
1994,2,14,2014-03-31,1982
1995,2,14,2014-04-30,2342
1996,2,14,2014-05-31,2565
1997,2,14,2014-06-30,2592
1998,2,14,2014-07-31,2739
1999,2,14,2014-08-31,2560
2000,2,14,2014-09-30,2176
2001,2,14,2014-10-31,2208
2002,2,14,2014-11-30,2280
2003,2,14,2014-12-31,1673
2004,2,14,2015-01-31,1568
2005,2,14,2015-02-28,1731
2006,2,14,2015-03-31,2076
2007,2,14,2015-04-30,2372
2008,2,14,2015-05-31,2669
2009,2,14,2015-06-30,2713
2010,2,14,2015-07-31,2923
2011,2,14,2015-08-31,2639
2012,2,14,2015-09-30,2354
2013,2,14,2015-10-31,2345
2014,2,14,2015-11-30,2336
2015,2,14,2015-12-31,1818
2016,2,14,2016-01-31,1727
2017,2,14,2016-02-29,1826
2018,2,14,2016-03-31,2265
2019,2,14,2016-04-30,2640
2020,2,14,2016-05-31,2873
2021,2,14,2016-06-30,3005
2022,2,14,2016-07-31,3245
2023,2,14,2016-08-31,2838
2024,2,14,2016-09-30,2592
2025,2,14,2016-10-31,2489
2026,2,14,2016-11-30,2577
2027,2,14,2016-12-31,1931
2028,2,14,2017-01-31,1805
2029,2,14,2017-02-28,1798
2030,2,14,2017-03-31,2436
2031,2,14,2017-04-30,2698
2032,2,14,2017-05-31,2852
2033,2,14,2017-06-30,3037
2034,2,14,2017-07-31,3349
2035,2,14,2017-08-31,2997
2036,2,14,2017-09-30,2715
2037,2,14,2017-10-31,2606
2038,2,14,2017-11-30,2698
2039,2,14,2017-12-31,2012
2040,2,15,2013-01-31,1989
2041,2,15,2013-02-28,2014
2042,2,15,2013-03-31,2651
2043,2,15,2013-04-30,2917
2044,2,15,2013-05-31,3379
2045,2,15,2013-06-30,3458
2046,2,15,2013-07-31,3693
2047,2,15,2013-08-31,3368
2048,2,15,2013-09-30,2973
2049,2,15,2013-10-31,2807
2050,2,15,2013-11-30,2907
2051,2,15,2013-12-31,2196
2052,2,15,2014-01-31,2205
2053,2,15,2014-02-28,2322
2054,2,15,2014-03-31,3090
2055,2,15,2014-04-30,3316
2056,2,15,2014-05-31,3878
2057,2,15,2014-06-30,3975
2058,2,15,2014-07-31,4242
2059,2,15,2014-08-31,3888
2060,2,15,2014-09-30,3413
2061,2,15,2014-10-31,3190
2062,2,15,2014-11-30,3440
2063,2,15,2014-12-31,2454
2064,2,15,2015-01-31,2377
2065,2,15,2015-02-28,2452
2066,2,15,2015-03-31,3236
2067,2,15,2015-04-30,3516
2068,2,15,2015-05-31,3948
2069,2,15,2015-06-30,4047
2070,2,15,2015-07-31,4515
2071,2,15,2015-08-31,3914
2072,2,15,2015-09-30,3485
2073,2,15,2015-10-31,3502
2074,2,15,2015-11-30,3601
2075,2,15,2015-12-31,2549
2076,2,15,2016-01-31,2684
2077,2,15,2016-02-29,2541
2078,2,15,2016-03-31,3437
2079,2,15,2016-04-30,3956
2080,2,15,2016-05-31,4267
2081,2,15,2016-06-30,4343
2082,2,15,2016-07-31,4851
2083,2,15,2016-08-31,4116
2084,2,15,2016-09-30,3885
2085,2,15,2016-10-31,3746
2086,2,15,2016-11-30,3877
2087,2,15,2016-12-31,2811
2088,2,15,2017-01-31,2716
2089,2,15,2017-02-28,2674
2090,2,15,2017-03-31,3469
2091,2,15,2017-04-30,4009
2092,2,15,2017-05-31,4331
2093,2,15,2017-06-30,4610
2094,2,15,2017-07-31,5109
2095,2,15,2017-08-31,4452
2096,2,15,2017-09-30,4010
2097,2,15,2017-10-31,3821
2098,2,15,2017-11-30,3946
2099,2,15,2017-12-31,3001
2100,2,16,2013-01-31,547
2101,2,16,2013-02-28,601
2102,2,16,2013-03-31,760
2103,2,16,2013-04-30,813
2104,2,16,2013-05-31,984
2105,2,16,2013-06-30,1002
2106,2,16,2013-07-31,1030
2107,2,16,2013-08-31,919
2108,2,16,2013-09-30,854
2109,2,16,2013-10-31,818
2110,2,16,2013-11-30,812
2111,2,16,2013-12-31,640
2112,2,16,2014-01-31,701
2113,2,16,2014-02-28,700
2114,2,16,2014-03-31,886
2115,2,16,2014-04-30,969
2116,2,16,2014-05-31,1136
2117,2,16,2014-06-30,1155
2118,2,16,2014-07-31,1287
2119,2,16,2014-08-31,1108
2120,2,16,2014-09-30,959
2121,2,16,2014-10-31,978
2122,2,16,2014-11-30,1056
2123,2,16,2014-12-31,757
2124,2,16,2015-01-31,773
2125,2,16,2015-02-28,698
2126,2,16,2015-03-31,917
2127,2,16,2015-04-30,1097
2128,2,16,2015-05-31,1141
2129,2,16,2015-06-30,1165
2130,2,16,2015-07-31,1299
2131,2,16,2015-08-31,1197
2132,2,16,2015-09-30,1063
2133,2,16,2015-10-31,957
2134,2,16,2015-11-30,1027
2135,2,16,2015-12-31,753
2136,2,16,2016-01-31,749
2137,2,16,2016-02-29,770
2138,2,16,2016-03-31,969
2139,2,16,2016-04-30,1134
2140,2,16,2016-05-31,1299
2141,2,16,2016-06-30,1243
2142,2,16,2016-07-31,1399
2143,2,16,2016-08-31,1232
2144,2,16,2016-09-30,1133
2145,2,16,2016-10-31,1128
2146,2,16,2016-11-30,1125
2147,2,16,2016-12-31,885
2148,2,16,2017-01-31,772
2149,2,16,2017-02-28,818
2150,2,16,2017-03-31,1071
2151,2,16,2017-04-30,1170
2152,2,16,2017-05-31,1250
2153,2,16,2017-06-30,1279
2154,2,16,2017-07-31,1447
2155,2,16,2017-08-31,1319
2156,2,16,2017-09-30,1269
2157,2,16,2017-10-31,1148
2158,2,16,2017-11-30,1188
2159,2,16,2017-12-31,811
2160,2,17,2013-01-31,762
2161,2,17,2013-02-28,777
2162,2,17,2013-03-31,1027
2163,2,17,2013-04-30,1123
2164,2,17,2013-05-31,1324
2165,2,17,2013-06-30,1277
2166,2,17,2013-07-31,1368
2167,2,17,2013-08-31,1213
2168,2,17,2013-09-30,1165
2169,2,17,2013-10-31,1079
2170,2,17,2013-11-30,1128
2171,2,17,2013-12-31,796
2172,2,17,2014-01-31,836
2173,2,17,2014-02-28,808
2174,2,17,2014-03-31,1048
2175,2,17,2014-04-30,1272
2176,2,17,2014-05-31,1461
2177,2,17,2014-06-30,1461
2178,2,17,2014-07-31,1604
2179,2,17,2014-08-31,1493
2180,2,17,2014-09-30,1287
2181,2,17,2014-10-31,1269
2182,2,17,2014-11-30,1340
2183,2,17,2014-12-31,926
2184,2,17,2015-01-31,902
2185,2,17,2015-02-28,957
2186,2,17,2015-03-31,1118
2187,2,17,2015-04-30,1374
2188,2,17,2015-05-31,1620
2189,2,17,2015-06-30,1450
2190,2,17,2015-07-31,1726
2191,2,17,2015-08-31,1532
2192,2,17,2015-09-30,1410
2193,2,17,2015-10-31,1319
2194,2,17,2015-11-30,1325
2195,2,17,2015-12-31,969
2196,2,17,2016-01-31,1025
2197,2,17,2016-02-29,948
2198,2,17,2016-03-31,1382
2199,2,17,2016-04-30,1520
2200,2,17,2016-05-31,1572
2201,2,17,2016-06-30,1548
2202,2,17,2016-07-31,1842
2203,2,17,2016-08-31,1588
2204,2,17,2016-09-30,1454
2205,2,17,2016-10-31,1396
2206,2,17,2016-11-30,1455
2207,2,17,2016-12-31,1109
2208,2,17,2017-01-31,1019
2209,2,17,2017-02-28,1015
2210,2,17,2017-03-31,1375
2211,2,17,2017-04-30,1487
2212,2,17,2017-05-31,1602
2213,2,17,2017-06-30,1714
2214,2,17,2017-07-31,1837
2215,2,17,2017-08-31,1738
2216,2,17,2017-09-30,1462
2217,2,17,2017-10-31,1421
2218,2,17,2017-11-30,1526
2219,2,17,2017-12-31,1149
2220,2,18,2013-01-31,1885
2221,2,18,2013-02-28,1911
2222,2,18,2013-03-31,2594
2223,2,18,2013-04-30,2835
2224,2,18,2013-05-31,3221
2225,2,18,2013-06-30,3332
2226,2,18,2013-07-31,3616
2227,2,18,2013-08-31,3184
2228,2,18,2013-09-30,2836
2229,2,18,2013-10-31,2808
2230,2,18,2013-11-30,2840
2231,2,18,2013-12-31,2129
2232,2,18,2014-01-31,2166
2233,2,18,2014-02-28,2234
2234,2,18,2014-03-31,2848
2235,2,18,2014-04-30,3295
2236,2,18,2014-05-31,3695
2237,2,18,2014-06-30,3621
2238,2,18,2014-07-31,4093
2239,2,18,2014-08-31,3568
2240,2,18,2014-09-30,3188
2241,2,18,2014-10-31,3120
2242,2,18,2014-11-30,3254
2243,2,18,2014-12-31,2366
2244,2,18,2015-01-31,2304
2245,2,18,2015-02-28,2336
2246,2,18,2015-03-31,2991
2247,2,18,2015-04-30,3418
2248,2,18,2015-05-31,3816
2249,2,18,2015-06-30,3862
2250,2,18,2015-07-31,4326
2251,2,18,2015-08-31,3705
2252,2,18,2015-09-30,3423
2253,2,18,2015-10-31,3297
2254,2,18,2015-11-30,3346
2255,2,18,2015-12-31,2446
2256,2,18,2016-01-31,2481
2257,2,18,2016-02-29,2566
2258,2,18,2016-03-31,3268
2259,2,18,2016-04-30,3729
2260,2,18,2016-05-31,4108
2261,2,18,2016-06-30,4149
2262,2,18,2016-07-31,4645
2263,2,18,2016-08-31,4078
2264,2,18,2016-09-30,3683
2265,2,18,2016-10-31,3601
2266,2,18,2016-11-30,3702
2267,2,18,2016-12-31,2727
2268,2,18,2017-01-31,2477
2269,2,18,2017-02-28,2657
2270,2,18,2017-03-31,3463
2271,2,18,2017-04-30,3754
2272,2,18,2017-05-31,4240
2273,2,18,2017-06-30,4362
2274,2,18,2017-07-31,5014
2275,2,18,2017-08-31,4398
2276,2,18,2017-09-30,3902
2277,2,18,2017-10-31,3766
2278,2,18,2017-11-30,3858
2279,2,18,2017-12-31,2885
2280,2,19,2013-01-31,924
2281,2,19,2013-02-28,957
2282,2,19,2013-03-31,1281
2283,2,19,2013-04-30,1359
2284,2,19,2013-05-31,1458
2285,2,19,2013-06-30,1514
2286,2,19,2013-07-31,1718
2287,2,19,2013-08-31,1577
2288,2,19,2013-09-30,1318
2289,2,19,2013-10-31,1349
2290,2,19,2013-11-30,1378
2291,2,19,2013-12-31,1015
2292,2,19,2014-01-31,1061
2293,2,19,2014-02-28,1075
2294,2,19,2014-03-31,1431
2295,2,19,2014-04-30,1638
2296,2,19,2014-05-31,1807
2297,2,19,2014-06-30,1752
2298,2,19,2014-07-31,1949
2299,2,19,2014-08-31,1723
2300,2,19,2014-09-30,1504
2301,2,19,2014-10-31,1427
2302,2,19,2014-11-30,1557
2303,2,19,2014-12-31,1089
2304,2,19,2015-01-31,1104
2305,2,19,2015-02-28,1121
2306,2,19,2015-03-31,1480
2307,2,19,2015-04-30,1695
2308,2,19,2015-05-31,1818
2309,2,19,2015-06-30,1850
2310,2,19,2015-07-31,2073
2311,2,19,2015-08-31,1863
2312,2,19,2015-09-30,1651
2313,2,19,2015-10-31,1489
2314,2,19,2015-11-30,1640
2315,2,19,2015-12-31,1211
2316,2,19,2016-01-31,1209
2317,2,19,2016-02-29,1196
2318,2,19,2016-03-31,1632
2319,2,19,2016-04-30,1796
2320,2,19,2016-05-31,1922
2321,2,19,2016-06-30,2042
2322,2,19,2016-07-31,2225
2323,2,19,2016-08-31,1917
2324,2,19,2016-09-30,1759
2325,2,19,2016-10-31,1802
2326,2,19,2016-11-30,1712
2327,2,19,2016-12-31,1303
2328,2,19,2017-01-31,1261
2329,2,19,2017-02-28,1287
2330,2,19,2017-03-31,1646
2331,2,19,2017-04-30,1860
2332,2,19,2017-05-31,1944
2333,2,19,2017-06-30,2200
2334,2,19,2017-07-31,2327
2335,2,19,2017-08-31,1979
2336,2,19,2017-09-30,1849
2337,2,19,2017-10-31,1732
2338,2,19,2017-11-30,1803
2339,2,19,2017-12-31,1364
2340,2,20,2013-01-31,1045
2341,2,20,2013-02-28,999
2342,2,20,2013-03-31,1448
2343,2,20,2013-04-30,1578
2344,2,20,2013-05-31,1784
2345,2,20,2013-06-30,1876
2346,2,20,2013-07-31,2007
2347,2,20,2013-08-31,1844
2348,2,20,2013-09-30,1594
2349,2,20,2013-10-31,1543
2350,2,20,2013-11-30,1554
2351,2,20,2013-12-31,1072
2352,2,20,2014-01-31,1220
2353,2,20,2014-02-28,1241
2354,2,20,2014-03-31,1629
2355,2,20,2014-04-30,1845
2356,2,20,2014-05-31,2103
2357,2,20,2014-06-30,2132
2358,2,20,2014-07-31,2287
2359,2,20,2014-08-31,2075
2360,2,20,2014-09-30,1867
2361,2,20,2014-10-31,1732
2362,2,20,2014-11-30,1875
2363,2,20,2014-12-31,1382
2364,2,20,2015-01-31,1235
2365,2,20,2015-02-28,1317
2366,2,20,2015-03-31,1695
2367,2,20,2015-04-30,1950
2368,2,20,2015-05-31,2214
2369,2,20,2015-06-30,2124
2370,2,20,2015-07-31,2410
2371,2,20,2015-08-31,2232
2372,2,20,2015-09-30,1934
2373,2,20,2015-10-31,1912
2374,2,20,2015-11-30,1912
2375,2,20,2015-12-31,1389
2376,2,20,2016-01-31,1472
2377,2,20,2016-02-29,1480
2378,2,20,2016-03-31,1835
2379,2,20,2016-04-30,2102
2380,2,20,2016-05-31,2287
2381,2,20,2016-06-30,2389
2382,2,20,2016-07-31,2609
2383,2,20,2016-08-31,2334
2384,2,20,2016-09-30,2087
2385,2,20,2016-10-31,1995
2386,2,20,2016-11-30,2117
2387,2,20,2016-12-31,1538
2388,2,20,2017-01-31,1430
2389,2,20,2017-02-28,1475
2390,2,20,2017-03-31,1975
2391,2,20,2017-04-30,2238
2392,2,20,2017-05-31,2328
2393,2,20,2017-06-30,2454
2394,2,20,2017-07-31,2692
2395,2,20,2017-08-31,2434
2396,2,20,2017-09-30,2262
2397,2,20,2017-10-31,2036
2398,2,20,2017-11-30,2155
2399,2,20,2017-12-31,1566
2400,3,1,2013-01-31,453
2401,3,1,2013-02-28,421
2402,3,1,2013-03-31,587
2403,3,1,2013-04-30,673
2404,3,1,2013-05-31,735
2405,3,1,2013-06-30,748
2406,3,1,2013-07-31,794
2407,3,1,2013-08-31,769
2408,3,1,2013-09-30,650
2409,3,1,2013-10-31,626
2410,3,1,2013-11-30,669
2411,3,1,2013-12-31,478
2412,3,1,2014-01-31,479
2413,3,1,2014-02-28,503
2414,3,1,2014-03-31,685
2415,3,1,2014-04-30,728
2416,3,1,2014-05-31,875
2417,3,1,2014-06-30,850
2418,3,1,2014-07-31,942
2419,3,1,2014-08-31,824
2420,3,1,2014-09-30,728
2421,3,1,2014-10-31,730
2422,3,1,2014-11-30,778
2423,3,1,2014-12-31,544
2424,3,1,2015-01-31,520
2425,3,1,2015-02-28,486
2426,3,1,2015-03-31,692
2427,3,1,2015-04-30,813
2428,3,1,2015-05-31,890
2429,3,1,2015-06-30,904
2430,3,1,2015-07-31,984
2431,3,1,2015-08-31,910
2432,3,1,2015-09-30,829
2433,3,1,2015-10-31,746
2434,3,1,2015-11-30,795
2435,3,1,2015-12-31,572
2436,3,1,2016-01-31,571
2437,3,1,2016-02-29,628
2438,3,1,2016-03-31,701
2439,3,1,2016-04-30,902
2440,3,1,2016-05-31,940
2441,3,1,2016-06-30,989
2442,3,1,2016-07-31,1082
2443,3,1,2016-08-31,951
2444,3,1,2016-09-30,846
2445,3,1,2016-10-31,827
2446,3,1,2016-11-30,842
2447,3,1,2016-12-31,671
2448,3,1,2017-01-31,614
2449,3,1,2017-02-28,619
2450,3,1,2017-03-31,778
2451,3,1,2017-04-30,931
2452,3,1,2017-05-31,1000
2453,3,1,2017-06-30,1057
2454,3,1,2017-07-31,1141
2455,3,1,2017-08-31,942
2456,3,1,2017-09-30,865
2457,3,1,2017-10-31,884
2458,3,1,2017-11-30,878
2459,3,1,2017-12-31,709
2460,3,2,2013-01-31,1195
2461,3,2,2013-02-28,1170
2462,3,2,2013-03-31,1605
2463,3,2,2013-04-30,1736
2464,3,2,2013-05-31,1920
2465,3,2,2013-06-30,1969
2466,3,2,2013-07-31,2222
2467,3,2,2013-08-31,1979
2468,3,2,2013-09-30,1704
2469,3,2,2013-10-31,1636
2470,3,2,2013-11-30,1787
2471,3,2,2013-12-31,1287
2472,3,2,2014-01-31,1339
2473,3,2,2014-02-28,1400
2474,3,2,2014-03-31,1851
2475,3,2,2014-04-30,2085
2476,3,2,2014-05-31,2184
2477,3,2,2014-06-30,2337
2478,3,2,2014-07-31,2571
2479,3,2,2014-08-31,2220
2480,3,2,2014-09-30,2053
2481,3,2,2014-10-31,1926
2482,3,2,2014-11-30,2018
2483,3,2,2014-12-31,1500
2484,3,2,2015-01-31,1394
2485,3,2,2015-02-28,1399
2486,3,2,2015-03-31,1838
2487,3,2,2015-04-30,2006
2488,3,2,2015-05-31,2389
2489,3,2,2015-06-30,2445
2490,3,2,2015-07-31,2696
2491,3,2,2015-08-31,2356
2492,3,2,2015-09-30,2173
2493,3,2,2015-10-31,2078
2494,3,2,2015-11-30,2107
2495,3,2,2015-12-31,1528
2496,3,2,2016-01-31,1520
2497,3,2,2016-02-29,1567
2498,3,2,2016-03-31,2062
2499,3,2,2016-04-30,2334
2500,3,2,2016-05-31,2629
2501,3,2,2016-06-30,2580
2502,3,2,2016-07-31,2949
2503,3,2,2016-08-31,2518
2504,3,2,2016-09-30,2288
2505,3,2,2016-10-31,2198
2506,3,2,2016-11-30,2185
2507,3,2,2016-12-31,1730
2508,3,2,2017-01-31,1515
2509,3,2,2017-02-28,1644
2510,3,2,2017-03-31,2074
2511,3,2,2017-04-30,2422
2512,3,2,2017-05-31,2568
2513,3,2,2017-06-30,2851
2514,3,2,2017-07-31,2962
2515,3,2,2017-08-31,2555
2516,3,2,2017-09-30,2408
2517,3,2,2017-10-31,2227
2518,3,2,2017-11-30,2307
2519,3,2,2017-12-31,1789
2520,3,3,2013-01-31,748
2521,3,3,2013-02-28,736
2522,3,3,2013-03-31,939
2523,3,3,2013-04-30,1108
2524,3,3,2013-05-31,1221
2525,3,3,2013-06-30,1284
2526,3,3,2013-07-31,1380
2527,3,3,2013-08-31,1236
2528,3,3,2013-09-30,1052
2529,3,3,2013-10-31,1053
2530,3,3,2013-11-30,1116
2531,3,3,2013-12-31,815
2532,3,3,2014-01-31,833
2533,3,3,2014-02-28,847
2534,3,3,2014-03-31,1127
2535,3,3,2014-04-30,1255
2536,3,3,2014-05-31,1443
2537,3,3,2014-06-30,1470
2538,3,3,2014-07-31,1541
2539,3,3,2014-08-31,1478
2540,3,3,2014-09-30,1261
2541,3,3,2014-10-31,1223
2542,3,3,2014-11-30,1249
2543,3,3,2014-12-31,943
2544,3,3,2015-01-31,896
2545,3,3,2015-02-28,872
2546,3,3,2015-03-31,1172
2547,3,3,2015-04-30,1341
2548,3,3,2015-05-31,1465
2549,3,3,2015-06-30,1548
2550,3,3,2015-07-31,1661
2551,3,3,2015-08-31,1492
2552,3,3,2015-09-30,1382
2553,3,3,2015-10-31,1266
2554,3,3,2015-11-30,1340
2555,3,3,2015-12-31,953
2556,3,3,2016-01-31,965
2557,3,3,2016-02-29,959
2558,3,3,2016-03-31,1238
2559,3,3,2016-04-30,1395
2560,3,3,2016-05-31,1587
2561,3,3,2016-06-30,1594
